disease_id	disease_name	symptom_id	symptom_name
UMLS:C0010054	coronary arteriosclerosis	UMLS:C0231807	dyspnea on exertion
UMLS:C0010068	coronary heart disease	UMLS:C0231807	dyspnea on exertion
UMLS:C0010054	coronary arteriosclerosis	UMLS:C0085619	orthopnea
UMLS:C0010068	coronary heart disease	UMLS:C0085619	orthopnea
UMLS:C0010054	coronary arteriosclerosis	UMLS:C0232292	chest tightness
UMLS:C0010068	coronary heart disease	UMLS:C0232292	chest tightness
UMLS:C0032285	pneumonia	UMLS:C0010200	cough
UMLS:C0032285	pneumonia	UMLS:C0015967	fever
UMLS:C0032285	pneumonia	UMLS:C0029053	decreased translucency
UMLS:C0032285	pneumonia	UMLS:C0392680	shortness of breath
UMLS:C0032285	pneumonia	UMLS:C0034642	rale
UMLS:C0032285	pneumonia	UMLS:C0239134	productive cough
UMLS:C0032285	pneumonia	UMLS:C0008033	pleuritic pain
UMLS:C0032285	pneumonia	UMLS:C0457096	yellow sputum
UMLS:C0032285	pneumonia	UMLS:C0238844	breath sounds decreased
UMLS:C0032285	pneumonia	UMLS:C0085593	chill
UMLS:C0032285	pneumonia	UMLS:C0035508	rhonchus
UMLS:C0032285	pneumonia	UMLS:C0457097	green sputum
UMLS:C0032285	pneumonia	UMLS:C0850149	non-productive cough
UMLS:C0032285	pneumonia	UMLS:C0043144	wheezing
UMLS:C0032285	pneumonia	UMLS:C0019079	haemoptysis
UMLS:C0032285	pneumonia	UMLS:C0476273	distress respiratory
UMLS:C0032285	pneumonia	UMLS:C0231835	tachypnea
UMLS:C0032285	pneumonia	UMLS:C0231218	malaise
UMLS:C0032285	pneumonia	UMLS:C0028081	night sweat
UMLS:C0018802	failure heart congestive	UMLS:C0392680	shortness of breath
UMLS:C0018802	failure heart congestive	UMLS:C0085619	orthopnea
UMLS:C0018802	failure heart congestive	UMLS:C0240100	jugular venous distention
UMLS:C0018802	failure heart congestive	UMLS:C0034642	rale
UMLS:C0018802	failure heart congestive	UMLS:C0013404	dyspnea
UMLS:C0018802	failure heart congestive	UMLS:C0010200	cough
UMLS:C0018802	failure heart congestive	UMLS:C0043144	wheezing
UMLS:C0038454	accident cerebrovascular	UMLS:C0013362	dysarthria
UMLS:C0038454	accident cerebrovascular	UMLS:C0004093	asthenia
UMLS:C0038454	accident cerebrovascular	UMLS:C0234518	speech slurred
UMLS:C0038454	accident cerebrovascular	UMLS:C0427055	facial paresis
UMLS:C0038454	accident cerebrovascular	UMLS:C0018991	hemiplegia
UMLS:C0038454	accident cerebrovascular	UMLS:C0241526	unresponsiveness
UMLS:C0038454	accident cerebrovascular	UMLS:C0036572	seizure
UMLS:C0038454	accident cerebrovascular	UMLS:C0028643	numbness
UMLS:C0004096	asthma	UMLS:C0043144	wheezing
UMLS:C0004096	asthma	UMLS:C0010200	cough
UMLS:C0004096	asthma	UMLS:C0392680	shortness of breath
UMLS:C0004096	asthma	UMLS:C0232292	chest tightness
UMLS:C0004096	asthma	UMLS:C0850149	non-productive cough
UMLS:C0004096	asthma	UMLS:C0008033	pleuritic pain
UMLS:C0004096	asthma	UMLS:C0239134	productive cough
UMLS:C0004096	asthma	UMLS:C0436331	symptom aggravating factors
UMLS:C0004096	asthma	UMLS:C0476273	distress respiratory
UMLS:C0027051	myocardial infarction	UMLS:C0008031	pain chest
UMLS:C0027051	myocardial infarction	UMLS:C0520886	st segment elevation
UMLS:C0027051	myocardial infarction	UMLS:C0038990	sweat
UMLS:C0027051	myocardial infarction	UMLS:C0700590	sweating increased
UMLS:C0027051	myocardial infarction	UMLS:C0392680	shortness of breath
UMLS:C0027051	myocardial infarction	UMLS:C0520887	st segment depression
UMLS:C0027051	myocardial infarction	UMLS:C0086439	hypokinesia
UMLS:C0027051	myocardial infarction	UMLS:C0002962	angina pectoris
UMLS:C0027051	myocardial infarction	UMLS:C0438716	pressure chest
UMLS:C0027051	myocardial infarction	UMLS:C0520888	t wave inverted
UMLS:C0027051	myocardial infarction	UMLS:C0085619	orthopnea
UMLS:C0027051	myocardial infarction	UMLS:C0034642	rale
UMLS:C0027051	myocardial infarction	UMLS:C0232292	chest tightness
UMLS:C0027051	myocardial infarction	UMLS:C1305739	presence of q wave
UMLS:C0027051	myocardial infarction	UMLS:C0030252	palpitation
UMLS:C0027051	myocardial infarction	UMLS:C0013404	dyspnea
UMLS:C0027051	myocardial infarction	UMLS:C0235710	chest discomfort
UMLS:C0027051	myocardial infarction	UMLS:C0428977	bradycardia
UMLS:C0027051	myocardial infarction	UMLS:C0039070	syncope
UMLS:C0020443	hypercholesterolemia	UMLS:C0030193	pain
UMLS:C0020443	hypercholesterolemia	UMLS:C0008031	pain chest
UMLS:C0020443	hypercholesterolemia	UMLS:C0038990	sweat
UMLS:C0020443	hypercholesterolemia	UMLS:C0700590	sweating increased
UMLS:C0020443	hypercholesterolemia	UMLS:C0337672	nonsmoker
UMLS:C0020443	hypercholesterolemia	UMLS:C0438716	pressure chest
UMLS:C0020443	hypercholesterolemia	UMLS:C0039070	syncope
UMLS:C0020443	hypercholesterolemia	UMLS:C0028643	numbness
UMLS:C0020443	hypercholesterolemia	UMLS:C0235710	chest discomfort
UMLS:C0020443	hypercholesterolemia	UMLS:C0392680	shortness of breath
UMLS:C0020443	hypercholesterolemia	UMLS:C0520887	st segment depression
UMLS:C0020443	hypercholesterolemia	UMLS:C0233481	worry
UMLS:C0020443	hypercholesterolemia	UMLS:C0520888	t wave inverted
UMLS:C0020443	hypercholesterolemia	UMLS:C0428977	bradycardia
UMLS:C0020443	hypercholesterolemia	UMLS:C0013404	dyspnea
UMLS:C0021311	infection	UMLS:C0015967	fever
UMLS:C0021311	infection	UMLS:C0041834	erythema
UMLS:C0021311	infection	UMLS:C0029053	decreased translucency
UMLS:C0021311	infection	UMLS:C0019214	hepatosplenomegaly
UMLS:C0021311	infection	UMLS:C0085593	chill
UMLS:C0021311	infection	UMLS:C0033774	pruritus
UMLS:C0021311	infection	UMLS:C0011991	diarrhea
UMLS:C0021311	infection	UMLS:C0549483	abscess bacterial
UMLS:C0021311	infection	UMLS:C0038999	swelling
UMLS:C0021311	infection	UMLS:C0030193	pain
UMLS:C0021311	infection	UMLS:C0277797	apyrexial
UMLS:C0021311	infection	UMLS:C0010200	cough
UMLS:C0042029	infection urinary tract	UMLS:C0015967	fever
UMLS:C0042029	infection urinary tract	UMLS:C0013428	dysuria
UMLS:C0042029	infection urinary tract	UMLS:C0018965	hematuria
UMLS:C0042029	infection urinary tract	UMLS:C0235634	renal angle tenderness
UMLS:C0042029	infection urinary tract	UMLS:C0023380	lethargy
UMLS:C0042029	infection urinary tract	UMLS:C0004093	asthenia
UMLS:C0042029	infection urinary tract	UMLS:C0020625	hyponatremia
UMLS:C0042029	infection urinary tract	UMLS:C0578150	hemodynamically stable
UMLS:C0042029	infection urinary tract	UMLS:C0476273	distress respiratory
UMLS:C0042029	infection urinary tract	UMLS:C0241705	difficulty passing urine
UMLS:C0042029	infection urinary tract	UMLS:C0856054	mental status changes
UMLS:C0042029	infection urinary tract	UMLS:C0239110	consciousness clear
UMLS:C0002871	anemia	UMLS:C0085593	chill
UMLS:C0002871	anemia	UMLS:C0744492	guaiac positive
UMLS:C0002871	anemia	UMLS:C0746619	monoclonal
UMLS:C0002871	anemia	UMLS:C0013491	ecchymosis
UMLS:C0002871	anemia	UMLS:C1269955	tumor cell invasion
UMLS:C0002871	anemia	UMLS:C0019080	haemorrhage
UMLS:C0002871	anemia	UMLS:C0030232	pallor
UMLS:C0002871	anemia	UMLS:C0004093	asthenia
UMLS:C0002871	anemia	UMLS:C0015672	fatigue
UMLS:C0002871	anemia	UMLS:C0744740	heme positive
UMLS:C0002871	anemia	UMLS:C0004604	pain back
UMLS:C0002871	anemia	UMLS:C0149746	orthostasis
UMLS:C0002871	anemia	UMLS:C0020625	hyponatremia
UMLS:C0002871	anemia	UMLS:C0012833	dizziness
UMLS:C0002871	anemia	UMLS:C0392680	shortness of breath
UMLS:C0002871	anemia	UMLS:C0030193	pain
UMLS:C0002871	anemia	UMLS:C0035508	rhonchus
UMLS:C0002871	anemia	UMLS:C0003862	arthralgia
UMLS:C0002871	anemia	UMLS:C0038999	swelling
UMLS:C0002871	anemia	UMLS:C1096646	transaminitis
UMLS:C0024117	chronic obstructive airway disease	UMLS:C0392680	shortness of breath
UMLS:C0024117	chronic obstructive airway disease	UMLS:C0043144	wheezing
UMLS:C0024117	chronic obstructive airway disease	UMLS:C0010200	cough
UMLS:C0024117	chronic obstructive airway disease	UMLS:C0013404	dyspnea
UMLS:C0024117	chronic obstructive airway disease	UMLS:C0476273	distress respiratory
UMLS:C0024117	chronic obstructive airway disease	UMLS:C0241235	sputum purulent
UMLS:C0024117	chronic obstructive airway disease	UMLS:C0700292	hypoxemia
UMLS:C0024117	chronic obstructive airway disease	UMLS:C0020440	hypercapnia
UMLS:C0024117	chronic obstructive airway disease	UMLS:C0376405	patient non compliance
UMLS:C0024117	chronic obstructive airway disease	UMLS:C0232292	chest tightness
UMLS:C0497327	dementia	UMLS:C0015967	fever
UMLS:C0497327	dementia	UMLS:C0085639	fall
UMLS:C0497327	dementia	UMLS:C0241526	unresponsiveness
UMLS:C0497327	dementia	UMLS:C0023380	lethargy
UMLS:C0497327	dementia	UMLS:C0085631	agitation
UMLS:C0497327	dementia	UMLS:C0013491	ecchymosis
UMLS:C0497327	dementia	UMLS:C0039070	syncope
UMLS:C0497327	dementia	UMLS:C0034642	rale
UMLS:C0497327	dementia	UMLS:C0041657	unconscious state
UMLS:C0497327	dementia	UMLS:C0010200	cough
UMLS:C0497327	dementia	UMLS:C0425251	bedridden
UMLS:C0497327	dementia	UMLS:C0741453	bedridden
UMLS:C0497327	dementia	UMLS:C0030193	pain
UMLS:C0497327	dementia	UMLS:C0427055	facial paresis
UMLS:C0497327	dementia	UMLS:C0232498	abdominal tenderness
UMLS:C0497327	dementia	UMLS:C0035508	rhonchus
UMLS:C0497327	dementia	UMLS:C1273573	unsteady gait
UMLS:C0497327	dementia	UMLS:C0233762	hallucinations auditory
UMLS:C1565489	insufficiency renal	UMLS:C0392680	shortness of breath
UMLS:C1565489	insufficiency renal	UMLS:C0020461	hyperkalemia
UMLS:C1565489	insufficiency renal	UMLS:C0085619	orthopnea
UMLS:C1565489	insufficiency renal	UMLS:C0034642	rale
UMLS:C1565489	insufficiency renal	UMLS:C0085606	urgency of micturition
UMLS:C1565489	insufficiency renal	UMLS:C0003962	ascites
UMLS:C1565489	insufficiency renal	UMLS:C0744492	guaiac positive
UMLS:C1565489	insufficiency renal	UMLS:C0004093	asthenia
UMLS:C1565489	insufficiency renal	UMLS:C0277797	apyrexial
UMLS:C1565489	insufficiency renal	UMLS:C0856054	mental status changes
UMLS:C1565489	insufficiency renal	UMLS:C0013404	dyspnea
UMLS:C1565489	insufficiency renal	UMLS:C1299586	difficulty
UMLS:C1565489	insufficiency renal	UMLS:C0011991	diarrhea
UMLS:C1565489	insufficiency renal	UMLS:C0020649	hypotension
UMLS:C1565489	insufficiency renal	UMLS:C0238844	breath sounds decreased
UMLS:C1565489	insufficiency renal	UMLS:C0038999	swelling
UMLS:C1565489	insufficiency renal	UMLS:C0086439	hypokinesia
UMLS:C0009676	confusion	UMLS:C0036572	seizure
UMLS:C0009676	confusion	UMLS:C0014394	enuresis
UMLS:C0009676	confusion	UMLS:C0023380	lethargy
UMLS:C0009676	confusion	UMLS:C0234518	speech slurred
UMLS:C0009676	confusion	UMLS:C0085639	fall
UMLS:C0009676	confusion	UMLS:C0239110	consciousness clear
UMLS:C0009676	confusion	UMLS:C0856054	mental status changes
UMLS:C0009676	confusion	UMLS:C0232766	asterixis
UMLS:C0009676	confusion	UMLS:C0041657	unconscious state
UMLS:C0009676	confusion	UMLS:C0085631	agitation
UMLS:C0009676	confusion	UMLS:C0231530	muscle twitch
UMLS:C0009676	confusion	UMLS:C0004093	asthenia
UMLS:C0009676	confusion	UMLS:C0234450	sleepy
UMLS:C0009676	confusion	UMLS:C0012833	dizziness
UMLS:C0009676	confusion	UMLS:C0018681	headache
UMLS:C0009676	confusion	UMLS:C0013362	dysarthria
UMLS:C0009676	confusion	UMLS:C0220870	lightheadedness
UMLS:C0009676	confusion	UMLS:C0040822	tremor
UMLS:C0009676	confusion	UMLS:C0020625	hyponatremia
UMLS:C0009676	confusion	UMLS:C0241526	unresponsiveness
UMLS:C0029408	degenerative polyarthritis	UMLS:C0030193	pain
UMLS:C0029408	degenerative polyarthritis	UMLS:C0149696	food intolerance
UMLS:C0029408	degenerative polyarthritis	UMLS:C0239832	numbness of hand
UMLS:C0029408	degenerative polyarthritis	UMLS:C0858924	general discomfort
UMLS:C0029408	degenerative polyarthritis	UMLS:C0013144	drowsiness
UMLS:C0029408	degenerative polyarthritis	UMLS:C0004093	asthenia
UMLS:C0029408	degenerative polyarthritis	UMLS:C0337672	nonsmoker
UMLS:C0029408	degenerative polyarthritis	UMLS:C0850149	non-productive cough
UMLS:C0029408	degenerative polyarthritis	UMLS:C0085602	polydypsia
UMLS:C0029408	degenerative polyarthritis	UMLS:C0427008	stiffness
UMLS:C0029408	degenerative polyarthritis	UMLS:C1273573	unsteady gait
UMLS:C0020676	hypothyroidism	UMLS:C0392680	shortness of breath
UMLS:C0020676	hypothyroidism	UMLS:C0242453	prostatism
UMLS:C0020676	hypothyroidism	UMLS:C0013144	drowsiness
UMLS:C0020676	hypothyroidism	UMLS:C0234450	sleepy
UMLS:C0020676	hypothyroidism	UMLS:C0020625	hyponatremia
UMLS:C0020676	hypothyroidism	UMLS:C0085639	fall
UMLS:C0020676	hypothyroidism	UMLS:C1273573	unsteady gait
UMLS:C0020676	hypothyroidism	UMLS:C0032617	polyuria
UMLS:C0020676	hypothyroidism	UMLS:C0020649	hypotension
UMLS:C0020676	hypothyroidism	UMLS:C1299586	difficulty
UMLS:C0020676	hypothyroidism	UMLS:C0039070	syncope
UMLS:C0020676	hypothyroidism	UMLS:C0028084	nightmare
UMLS:C0020676	hypothyroidism	UMLS:C0234518	speech slurred
UMLS:C0020676	hypothyroidism	UMLS:C0043094	weight gain
UMLS:C0020676	hypothyroidism	UMLS:C0004093	asthenia
UMLS:C0020676	hypothyroidism	UMLS:C0015672	fatigue
UMLS:C0020676	hypothyroidism	UMLS:C0557875	tired
UMLS:C0020676	hypothyroidism	UMLS:C0085631	agitation
UMLS:C0020676	hypothyroidism	UMLS:C0856054	mental status changes
UMLS:C0020676	hypothyroidism	UMLS:C0424230	motor retardation
UMLS:C0020676	hypothyroidism	UMLS:C0042963	vomiting
UMLS:C0020676	hypothyroidism	UMLS:C0028643	numbness
UMLS:C0020676	hypothyroidism	UMLS:C0577559	mass of body structure
UMLS:C0700613	anxiety state	UMLS:C0233481	worry
UMLS:C0700613	anxiety state	UMLS:C0424000	feeling suicidal
UMLS:C0700613	anxiety state	UMLS:C0438696	suicidal
UMLS:C0700613	anxiety state	UMLS:C0917801	sleeplessness
UMLS:C0700613	anxiety state	UMLS:C0150041	feeling hopeless
UMLS:C0700613	anxiety state	UMLS:C0022107	irritable mood
UMLS:C0700613	anxiety state	UMLS:C0040822	tremor
UMLS:C0700613	anxiety state	UMLS:C0312422	blackout
UMLS:C0700613	anxiety state	UMLS:C0424109	weepiness
UMLS:C0700613	anxiety state	UMLS:C0557075	has religious belief
UMLS:C0700613	anxiety state	UMLS:C0027769	nervousness
UMLS:C0700613	anxiety state	UMLS:C0233763	hallucinations visual
UMLS:C0700613	anxiety state	UMLS:C0016579	formication
UMLS:C0700613	anxiety state	UMLS:C1299586	difficulty
UMLS:C0700613	anxiety state	UMLS:C0008031	pain chest
UMLS:C0700613	anxiety state	UMLS:C0376405	patient non compliance
UMLS:C0700613	anxiety state	UMLS:C0085631	agitation
UMLS:C0700613	anxiety state	UMLS:C0030252	palpitation
UMLS:C0700613	anxiety state	UMLS:C0233762	hallucinations auditory
UMLS:C0700613	anxiety state	UMLS:C0344315	mood depressed
UMLS:C0700613	anxiety state	UMLS:C0600142	hot flush
UMLS:C0700613	anxiety state	UMLS:C0030193	pain
UMLS:C0700613	anxiety state	UMLS:C0239110	consciousness clear
UMLS:C0700613	anxiety state	UMLS:C0028084	nightmare
UMLS:C0006826	malignant neoplasms	UMLS:C0030193	pain
UMLS:C1306459	primary malignant neoplasm	UMLS:C0030193	pain
UMLS:C0006826	malignant neoplasms	UMLS:C0577559	mass of body structure
UMLS:C1306459	primary malignant neoplasm	UMLS:C0577559	mass of body structure
UMLS:C0006826	malignant neoplasms	UMLS:C0221198	lesion
UMLS:C1306459	primary malignant neoplasm	UMLS:C0221198	lesion
UMLS:C0006826	malignant neoplasms	UMLS:C0332601	cushingoid facies
UMLS:C0006826	malignant neoplasms	UMLS:C0878661	cushingoid habitus
UMLS:C1306459	primary malignant neoplasm	UMLS:C0332601	cushingoid facies
UMLS:C1306459	primary malignant neoplasm	UMLS:C0878661	cushingoid habitus
UMLS:C0006826	malignant neoplasms	UMLS:C0743482	emphysematous change
UMLS:C1306459	primary malignant neoplasm	UMLS:C0743482	emphysematous change
UMLS:C0006826	malignant neoplasms	UMLS:C0043096	decreased body weight
UMLS:C1306459	primary malignant neoplasm	UMLS:C0043096	decreased body weight
UMLS:C0006826	malignant neoplasms	UMLS:C0003962	ascites
UMLS:C1306459	primary malignant neoplasm	UMLS:C0003962	ascites
UMLS:C0006826	malignant neoplasms	UMLS:C0019825	hoarseness
UMLS:C1306459	primary malignant neoplasm	UMLS:C0019825	hoarseness
UMLS:C0006826	malignant neoplasms	UMLS:C0205400	thicken
UMLS:C1306459	primary malignant neoplasm	UMLS:C0205400	thicken
UMLS:C0006826	malignant neoplasms	UMLS:C0018965	hematuria
UMLS:C1306459	primary malignant neoplasm	UMLS:C0018965	hematuria
UMLS:C0001175	acquired immuno-deficiency syndrome	UMLS:C0015967	fever
UMLS:C0019682	HIV	UMLS:C0015967	fever
UMLS:C0019693	hiv infections	UMLS:C0015967	fever
UMLS:C0001175	acquired immuno-deficiency syndrome	UMLS:C0028081	night sweat
UMLS:C0019682	HIV	UMLS:C0028081	night sweat
UMLS:C0019693	hiv infections	UMLS:C0028081	night sweat
UMLS:C0001175	acquired immuno-deficiency syndrome	UMLS:C0233308	spontaneous rupture of membranes
UMLS:C0019682	HIV	UMLS:C0233308	spontaneous rupture of membranes
UMLS:C0019693	hiv infections	UMLS:C0233308	spontaneous rupture of membranes
UMLS:C0001175	acquired immuno-deficiency syndrome	UMLS:C0010200	cough
UMLS:C0019682	HIV	UMLS:C0010200	cough
UMLS:C0019693	hiv infections	UMLS:C0010200	cough
UMLS:C0001175	acquired immuno-deficiency syndrome	UMLS:C0032739	
UMLS:C0019682	HIV	UMLS:C0032739	
UMLS:C0019693	hiv infections	UMLS:C0032739	
UMLS:C0001175	acquired immuno-deficiency syndrome	UMLS:C0043096	decreased body weight
UMLS:C0019682	HIV	UMLS:C0043096	decreased body weight
UMLS:C0019693	hiv infections	UMLS:C0043096	decreased body weight
UMLS:C0001175	acquired immuno-deficiency syndrome	UMLS:C0085593	chill
UMLS:C0019682	HIV	UMLS:C0085593	chill
UMLS:C0019693	hiv infections	UMLS:C0085593	chill
UMLS:C0001175	acquired immuno-deficiency syndrome	UMLS:C0011991	diarrhea
UMLS:C0019682	HIV	UMLS:C0011991	diarrhea
UMLS:C0019693	hiv infections	UMLS:C0011991	diarrhea
UMLS:C0001175	acquired immuno-deficiency syndrome	UMLS:C0008033	pleuritic pain
UMLS:C0019682	HIV	UMLS:C0008033	pleuritic pain
UMLS:C0019693	hiv infections	UMLS:C0008033	pleuritic pain
UMLS:C0001175	acquired immuno-deficiency syndrome	UMLS:C0376405	patient non compliance
UMLS:C0019682	HIV	UMLS:C0376405	patient non compliance
UMLS:C0019693	hiv infections	UMLS:C0376405	patient non compliance
UMLS:C0001175	acquired immuno-deficiency syndrome	UMLS:C0231835	tachypnea
UMLS:C0019682	HIV	UMLS:C0231835	tachypnea
UMLS:C0019693	hiv infections	UMLS:C0231835	tachypnea
UMLS:C0001175	acquired immuno-deficiency syndrome	UMLS:C0239134	productive cough
UMLS:C0019682	HIV	UMLS:C0239134	productive cough
UMLS:C0019693	hiv infections	UMLS:C0239134	productive cough
UMLS:C0001175	acquired immuno-deficiency syndrome	UMLS:C0026827	muscle hypotonia
UMLS:C0001175	acquired immuno-deficiency syndrome	UMLS:C0241938	hypotonic
UMLS:C0019682	HIV	UMLS:C0026827	muscle hypotonia
UMLS:C0019682	HIV	UMLS:C0241938	hypotonic
UMLS:C0019693	hiv infections	UMLS:C0026827	muscle hypotonia
UMLS:C0019693	hiv infections	UMLS:C0241938	hypotonic
UMLS:C0001175	acquired immuno-deficiency syndrome	UMLS:C0424000	feeling suicidal
UMLS:C0019682	HIV	UMLS:C0424000	feeling suicidal
UMLS:C0019693	hiv infections	UMLS:C0424000	feeling suicidal
UMLS:C0007642	cellulitis	UMLS:C0041834	erythema
UMLS:C0007642	cellulitis	UMLS:C0030193	pain
UMLS:C0007642	cellulitis	UMLS:C0038999	swelling
UMLS:C0007642	cellulitis	UMLS:C0332575	redness
UMLS:C0007642	cellulitis	UMLS:C0015967	fever
UMLS:C0007642	cellulitis	UMLS:C0549483	abscess bacterial
UMLS:C0007642	cellulitis	UMLS:C0376405	patient non compliance
UMLS:C0007642	cellulitis	UMLS:C0020580	hypesthesia
UMLS:C0007642	cellulitis	UMLS:C0034880	hyperacusis
UMLS:C0007642	cellulitis	UMLS:C0033774	pruritus
UMLS:C0007642	cellulitis	UMLS:C0008031	pain chest
UMLS:C0007642	cellulitis	UMLS:C1384489	scratch marks
UMLS:C0007642	cellulitis	UMLS:C0085593	chill
UMLS:C0007642	cellulitis	UMLS:C0234233	sore to touch
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C0030193	pain
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C0008031	pain chest
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C0085624	burning sensation
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C0020625	hyponatremia
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C0239233	satiety early
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C1444773	throbbing sensation quality
UMLS:C0017168	gastroesophageal reflux disease	UMLS:C0232292	chest tightness
